a31,a2,a7a,a7b,a8a,a58,a18,isurban,index,Q1,Q2,Q3,Q4
女,1957,没有受过任何教育,nan,不知道,农业户口,目前务农，没有过非农工作,乡,3120,2,1,1,5
女,1993,职业高中,毕业,20000,非农业户口,从未工作过,城,3121,1,2,2,4
男,1985,初中,辍学和中途退学,18000,农业户口,目前从事非农工作,城,3122,1,2,2,4
女,1969,初中,毕业,不适用,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,3123,1,2,1,5
女,1970,中专,毕业,0,居民户口（以前是非农业户口）,目前从事非农工作,城,3124,1,2,2,5
女,1981,大学本科（正规高等教育）,毕业,300000,非农业户口,目前从事非农工作,城,3125,1,2,2,5
男,1962,初中,毕业,42000,居民户口（以前是非农业户口）,目前从事非农工作,城,3126,2,3,2,4
女,1981,大学专科（正规高等教育）,毕业,30000,居民户口（以前是非农业户口）,目前从事非农工作,城,3127,2,2,2,4
女,1982,大学专科（正规高等教育）,毕业,250000,非农业户口,目前从事非农工作,城,3128,2,1,1,5
男,1996,初中,毕业,30000,农业户口,目前没有工作，曾经有过非农工作,乡,3129,1,2,2,4
男,1951,小学,毕业,4200,居民户口（以前是农业户口）,目前务农，曾经有过非农工作,城,3130,1,2,2,5
女,1968,小学,毕业,0,农业户口,目前没有工作，曾经有过非农工作,城,3131,1,2,2,4
女,1972,研究生及以上,毕业,200000,非农业户口,目前从事非农工作,城,3132,1,2,1,5
男,1949,初中,毕业,31200,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,3133,2,2,2,4
男,1992,大学专科（成人高等教育）,毕业,72000,居民户口（以前是非农业户口）,目前从事非农工作,城,3134,2,3,2,4
男,1963,初中,肄业,50000,居民户口（以前是农业户口）,目前务农，没有过非农工作,城,3135,2,2,2,4
男,1972,大学本科（成人高等教育）,毕业,500000,居民户口（以前是农业户口）,目前从事非农工作,城,3136,2,4,2,4
女,1968,小学,辍学和中途退学,30000,农业户口,目前从事非农工作,城,3137,1,2,2,4
男,1983,大学专科（正规高等教育）,毕业,36000,居民户口（以前是非农业户口）,目前从事非农工作,城,3138,2,3,1,5
男,1977,普通高中,毕业,100000,居民户口（以前是非农业户口）,目前从事非农工作,城,3139,2,3,2,4
女,1949,没有受过任何教育,nan,0,居民户口（以前是非农业户口）,目前没有工作，而且只务过农,城,3140,2,2,2,4
女,1995,大学专科（正规高等教育）,毕业,50000,居民户口（以前是农业户口）,目前从事非农工作,城,3141,1,2,2,3
女,1981,大学本科（成人高等教育）,毕业,200000,居民户口（以前是非农业户口）,目前从事非农工作,城,3142,2,4,2,5
女,1959,大学本科（正规高等教育）,毕业,96000,非农业户口,目前没有工作，曾经有过非农工作,城,3143,2,2,1,5
女,1964,小学,辍学和中途退学,拒绝回答,农业户口,目前没有工作，曾经有过非农工作,城,3144,1,1,1,5
女,1964,普通高中,毕业,24000,居民户口（以前是农业户口）,目前从事非农工作,城,3145,2,2,2,4
男,1985,初中,辍学和中途退学,35000,农业户口,目前没有工作，曾经有过非农工作,城,3146,1,1,1,4
女,1956,普通高中,毕业,30000,居民户口（以前是非农业户口）,目前从事非农工作,城,3147,1,2,2,4
男,1960,初中,毕业,30000,居民户口（以前是非农业户口）,目前从事非农工作,城,3148,1,2,1,4
女,1957,小学,辍学和中途退学,8400,居民户口（以前是农业户口）,目前没有工作，曾经有过非农工作,城,3149,2,1,1,5
男,1939,初中,毕业,49200,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,3150,1,2,2,5
男,1971,普通高中,毕业,60000,居民户口（以前是农业户口）,目前从事非农工作,城,3151,2,2,1,5
女,1960,没有受过任何教育,nan,14400,居民户口（以前是农业户口）,目前没有工作，曾经有过非农工作,城,3152,2,2,2,5
女,1981,初中,毕业,240000,农业户口,目前从事非农工作,城,3153,2,3,2,5
男,1956,没有受过任何教育,nan,20000,农业户口,目前从事非农工作,城,3154,2,2,2,4
女,1951,没有受过任何教育,nan,1200,农业户口,目前没有工作，而且只务过农,乡,3155,1,2,2,5
女,1945,初中,辍学和中途退学,7200,居民户口（以前是非农业户口）,目前没有工作，而且只务过农,城,3156,1,2,2,4
男,1957,普通高中,毕业,24000,居民户口（以前是非农业户口）,目前从事非农工作,城,3157,2,2,1,5
女,1973,初中,毕业,0,农业户口,目前没有工作，曾经有过非农工作,城,3158,2,1,1,5
男,1969,初中,毕业,50000,农业户口,目前从事非农工作,乡,3159,2,2,1,5
男,1962,普通高中,毕业,0,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,3160,1,2,1,4
女,1977,没有受过任何教育,nan,40000,居民户口（以前是农业户口）,目前从事非农工作,城,3161,2,2,1,4
男,1987,普通高中,毕业,60000,非农业户口,目前从事非农工作,城,3162,2,2,1,5
女,1965,小学,毕业,6000,居民户口（以前是非农业户口）,目前从事非农工作,城,3163,1,2,2,5
男,1957,初中,辍学和中途退学,28800,居民户口（以前是农业户口）,目前从事非农工作,城,3164,1,2,1,5
女,1951,初中,毕业,42000,农业户口,目前没有工作，而且只务过农,城,3165,1,2,2,5
男,1939,小学,辍学和中途退学,15000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,3166,1,2,2,5
女,1958,小学,毕业,36000,非农业户口,目前没有工作，曾经有过非农工作,城,3167,1,2,2,4
男,1989,技校,毕业,60000,居民户口（以前是农业户口）,目前从事非农工作,城,3168,1,3,2,5
男,1982,小学,辍学和中途退学,2000,农业户口,目前从事非农工作,城,3169,1,1,1,5
女,1963,普通高中,毕业,60000,居民户口（以前是非农业户口）,目前从事非农工作,城,3170,2,2,2,4
女,1949,没有受过任何教育,nan,0,农业户口,目前没有工作，而且只务过农,乡,3171,2,1,1,5
女,1952,初中,毕业,1200,农业户口,目前没有工作，而且只务过农,城,3172,1,1,1,5
男,1967,初中,毕业,100000,非农业户口,目前从事非农工作,城,3173,2,3,2,4
男,1983,初中,毕业,30000,居民户口（以前是非农业户口）,目前从事非农工作,城,3174,1,2,2,4
男,1940,没有受过任何教育,nan,1200,农业户口,目前没有工作，而且只务过农,乡,3175,1,2,2,4
男,1995,初中,毕业,10000,农业户口,目前从事非农工作,城,3176,1,2,2,4
女,1975,小学,毕业,不知道,农业户口,目前从事非农工作,城,3177,1,1,1,4
女,1934,小学,辍学和中途退学,1320,农业户口,目前没有工作，而且只务过农,城,3178,1,1,1,5
男,1972,研究生及以上,毕业,200000,非农业户口,目前从事非农工作,城,3179,2,3,2,4
男,1996,大学本科（正规高等教育）,正在读,0,居民户口（以前是非农业户口）,从未工作过,城,3180,2,2,2,4
女,1953,没有受过任何教育,nan,70000,农业户口,目前没有工作，而且只务过农,城,3181,1,2,1,5
男,1983,初中,肄业,15000,农业户口,目前从事非农工作,城,3182,1,2,1,4
女,1947,初中,毕业,48000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,3183,2,3,2,4
女,1962,中专,毕业,60000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,3184,2,2,2,5
女,1984,初中,毕业,0,农业户口,目前没有工作，曾经有过非农工作,乡,3185,1,2,2,5
女,1990,中专,毕业,30000,非农业户口,从未工作过,城,3186,1,2,2,5
男,1963,普通高中,毕业,50000,非农业户口,目前从事非农工作,城,3187,2,2,1,4
女,1985,普通高中,毕业,0,农业户口,目前没有工作，曾经有过非农工作,城,3188,1,3,1,5
男,1946,小学,毕业,10000,非农业户口,目前从事非农工作,城,3189,1,1,1,5
女,1972,没有受过任何教育,nan,不知道,农业户口,目前从事非农工作,城,3190,1,2,2,4
男,1952,小学,毕业,36000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,3191,1,2,1,5
女,1947,初中,辍学和中途退学,0,农业户口,目前没有工作，而且只务过农,城,3192,1,1,1,5
女,1983,大学专科（成人高等教育）,毕业,60000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,3193,2,3,1,4
女,1959,普通高中,毕业,36000,居民户口（以前是农业户口）,目前从事非农工作,城,3194,2,2,2,4
男,1969,小学,毕业,50000,居民户口（以前是农业户口）,目前从事非农工作,城,3195,1,2,1,4
男,1981,大学本科（成人高等教育）,毕业,72000,居民户口（以前是非农业户口）,目前从事非农工作,城,3196,2,3,2,5
男,1988,初中,辍学和中途退学,24000,农业户口,目前从事非农工作,乡,3197,1,2,2,5
男,1982,大学专科（正规高等教育）,毕业,100000,居民户口（以前是农业户口）,目前从事非农工作,城,3198,2,4,2,5
女,1935,小学,毕业,36000,居民户口（以前是农业户口）,目前没有工作，曾经有过非农工作,城,3199,2,2,1,5
女,1989,大学专科（正规高等教育）,毕业,120000,农业户口,目前从事非农工作,城,3200,2,3,1,5
男,1970,小学,毕业,40000,居民户口（以前是非农业户口）,目前从事非农工作,城,3201,1,2,2,5
男,1985,大学本科（正规高等教育）,毕业,500000,居民户口（以前是非农业户口）,目前从事非农工作,城,3202,1,3,2,4
男,1990,大学本科（正规高等教育）,毕业,80000,居民户口（以前是农业户口）,目前从事非农工作,城,3203,1,2,2,4
男,1998,普通高中,正在读,0,农业户口,从未工作过,城,3204,1,2,2,4
男,1976,普通高中,毕业,18000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,3205,1,2,1,5
男,1992,职业高中,毕业,50000,农业户口,目前从事非农工作,城,3206,1,2,1,4
女,1965,初中,毕业,35000,居民户口（以前是农业户口）,目前从事非农工作,城,3207,1,1,1,5
男,1980,普通高中,毕业,120000,农业户口,目前从事非农工作,城,3208,2,2,2,4
女,1981,初中,辍学和中途退学,70000,农业户口,目前从事非农工作,城,3209,1,2,1,5
女,1992,大学本科（正规高等教育）,毕业,45000,农业户口,目前从事非农工作,城,3210,2,3,2,4
男,1979,大学专科（成人高等教育）,辍学和中途退学,拒绝回答,农业户口,目前从事非农工作,城,3211,2,3,2,4
女,1998,大学本科（正规高等教育）,正在读,0,居民户口（以前是非农业户口）,从未工作过,城,3212,2,3,2,4
女,1949,没有受过任何教育,nan,36000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,3213,1,2,2,4
女,1989,大学本科（正规高等教育）,毕业,80000,居民户口（以前是非农业户口）,目前从事非农工作,城,3214,2,2,2,5
女,1982,大学本科（成人高等教育）,毕业,110000,居民户口（以前是农业户口）,目前从事非农工作,城,3215,2,3,2,4
男,1950,初中,辍学和中途退学,40000,居民户口（以前是农业户口）,目前从事非农工作,城,3216,1,2,1,4
男,1945,小学,辍学和中途退学,拒绝回答,居民户口（以前是农业户口）,目前没有工作，而且只务过农,城,3217,2,2,1,5
女,1968,大学本科（正规高等教育）,毕业,150000,居民户口（以前是非农业户口）,目前从事非农工作,城,3218,2,3,2,5
女,1942,没有受过任何教育,nan,42000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,3219,1,1,1,4
女,1962,中专,毕业,0,非农业户口,目前从事非农工作,城,3220,1,2,2,4
女,1989,大学本科（正规高等教育）,毕业,100000,非农业户口,目前从事非农工作,城,3221,2,3,2,4
男,1986,研究生及以上,正在读,200000,居民户口（以前是非农业户口）,目前从事非农工作,城,3222,2,3,2,5
男,1972,大学本科（正规高等教育）,毕业,700000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,3223,2,3,2,4
女,1976,没有受过任何教育,nan,不适用,农业户口,从未工作过,乡,3224,2,2,2,5
女,1975,没有受过任何教育,nan,10000,农业户口,目前从事非农工作,城,3225,2,2,2,5
女,1995,大学专科（正规高等教育）,正在读,12000,农业户口,目前从事非农工作,城,3226,1,2,2,5
男,1984,大学本科（正规高等教育）,毕业,200000,农业户口,目前从事非农工作,城,3227,1,4,1,5
男,1993,职业高中,毕业,50000,农业户口,目前从事非农工作,城,3228,1,2,1,5
女,1963,小学,毕业,30000,农业户口,目前从事非农工作,城,3229,1,2,1,5
女,1982,小学,毕业,0,农业户口,目前没有工作，曾经有过非农工作,乡,3230,1,2,1,3
女,1984,中专,毕业,48000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,3231,2,3,2,4
女,1949,初中,辍学和中途退学,18000,农业户口,目前从事非农工作,乡,3232,1,2,2,5
女,1957,中专,毕业,50000,农业户口,目前没有工作，曾经有过非农工作,城,3233,1,2,2,4
女,1955,没有受过任何教育,nan,0,农业户口,从未工作过,城,3234,2,1,1,3
女,1987,小学,辍学和中途退学,20000,农业户口,目前从事非农工作,乡,3235,1,2,2,5
女,1986,小学,毕业,0,农业户口,目前从事非农工作,城,3236,1,2,2,4
男,1965,小学,毕业,20000,农业户口,目前从事非农工作,城,3237,1,2,2,4
女,1984,初中,毕业,0,居民户口（以前是农业户口）,目前没有工作，曾经有过非农工作,城,3238,1,2,2,4
女,1999,技校,正在读,30000,农业户口,从未工作过,城,3239,2,3,2,4
女,1994,普通高中,毕业,0,农业户口,目前没有工作，曾经有过非农工作,城,3240,1,2,2,5
男,1981,大学本科（正规高等教育）,毕业,180000,非农业户口,目前从事非农工作,城,3241,2,3,2,5
男,1981,初中,毕业,50000,农业户口,目前从事非农工作,城,3242,2,3,2,5
女,1995,大学本科（正规高等教育）,毕业,0,非农业户口,目前从事非农工作,城,3243,2,2,2,5
女,1996,大学专科（正规高等教育）,正在读,0,农业户口,从未工作过,城,3244,2,3,2,4
男,1983,初中,辍学和中途退学,50000,农业户口,目前从事非农工作,城,3245,1,2,1,5
女,1976,大学专科（正规高等教育）,毕业,60000,居民户口（以前是非农业户口）,目前从事非农工作,城,3246,2,3,2,4
女,1934,没有受过任何教育,nan,70000,农业户口,目前没有工作，而且只务过农,城,3247,2,2,2,4
女,1970,小学,毕业,36000,农业户口,目前从事非农工作,城,3248,2,2,2,4
女,1998,大学本科（正规高等教育）,正在读,不适用,居民户口（以前是农业户口）,从未工作过,城,3249,1,2,2,5
女,1986,大学本科（正规高等教育）,毕业,50000,居民户口（以前是农业户口）,目前没有工作，曾经有过非农工作,城,3250,1,2,2,4
女,1989,普通高中,毕业,70000,农业户口,目前从事非农工作,城,3251,1,3,2,4
男,1946,中专,毕业,2700,非农业户口,目前没有工作，曾经有过非农工作,城,3252,1,1,1,5
女,1940,大学本科（正规高等教育）,毕业,48000,非农业户口,目前没有工作，曾经有过非农工作,城,3253,2,3,2,5
男,1970,普通高中,毕业,拒绝回答,农业户口,目前从事非农工作,城,3254,2,3,2,4
男,1989,大学本科（成人高等教育）,毕业,100000,非农业户口,目前从事非农工作,城,3255,2,3,1,5
男,1955,大学专科（正规高等教育）,毕业,48000,非农业户口,目前务农，曾经有过非农工作,城,3256,2,2,2,4
男,1963,大学本科（成人高等教育）,毕业,300000,居民户口（以前是非农业户口）,目前从事非农工作,城,3257,2,4,1,5
女,1965,大学本科（正规高等教育）,毕业,30000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,3258,2,2,2,4
女,1963,大学本科（正规高等教育）,毕业,100000,居民户口（以前是非农业户口）,目前从事非农工作,城,3259,2,3,2,4
女,1974,大学本科（成人高等教育）,毕业,70000,居民户口（以前是农业户口）,目前从事非农工作,城,3260,2,2,2,5
女,1947,初中,毕业,54000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,3261,2,3,2,4
女,1965,小学,毕业,54000,农业户口,目前从事非农工作,城,3262,2,2,2,5
女,1995,大学本科（正规高等教育）,毕业,48000,非农业户口,目前从事非农工作,城,3263,1,2,2,4
男,1954,初中,毕业,42000,农业户口,目前从事非农工作,乡,3264,1,2,2,5
女,1991,大学专科（正规高等教育）,毕业,39000,农业户口,目前从事非农工作,城,3265,1,2,1,4
男,1952,初中,毕业,0,农业户口,目前没有工作，曾经有过非农工作,乡,3266,1,2,1,5
男,1955,初中,毕业,23760,农业户口,目前没有工作，曾经有过非农工作,乡,3267,1,2,1,4
女,1947,小学,辍学和中途退学,3600,农业户口,目前务农，没有过非农工作,乡,3268,1,2,1,5
男,1938,小学,辍学和中途退学,2000,农业户口,目前务农，没有过非农工作,乡,3269,1,1,1,5
女,1980,大学专科（成人高等教育）,毕业,100000,非农业户口,目前从事非农工作,城,3270,2,3,2,5
女,1954,小学,辍学和中途退学,2400,农业户口,目前没有工作，而且只务过农,城,3271,1,1,2,3
男,1998,中专,正在读,0,农业户口,从未工作过,乡,3272,4,2,1,5
女,1993,大学专科（成人高等教育）,毕业,24000,农业户口,目前没有工作，曾经有过非农工作,乡,3273,2,3,2,5
男,1966,没有受过任何教育,nan,10000,农业户口,目前没有工作，曾经有过非农工作,乡,3274,1,2,2,4
女,1961,普通高中,毕业,20000,农业户口,目前务农，曾经有过非农工作,乡,3275,1,2,1,5
女,1978,小学,辍学和中途退学,5000,农业户口,目前务农，曾经有过非农工作,乡,3276,1,2,2,4
女,1959,小学,毕业,2400,非农业户口,从未工作过,乡,3277,1,2,2,5
女,1952,没有受过任何教育,nan,1000,农业户口,目前务农，没有过非农工作,乡,3278,1,1,1,5
男,1987,初中,辍学和中途退学,24000,农业户口,目前从事非农工作,城,3279,2,2,2,5
男,1992,初中,毕业,40000,农业户口,目前从事非农工作,城,3280,2,3,2,5
女,1977,初中,毕业,10000,农业户口,目前从事非农工作,城,3281,1,2,1,4
女,1969,小学,辍学和中途退学,2500,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,乡,3282,1,2,2,4
男,1973,大学专科（正规高等教育）,毕业,36000,居民户口（以前是农业户口）,目前从事非农工作,乡,3283,1,2,1,4
女,1929,没有受过任何教育,nan,6000,农业户口,目前没有工作，曾经有过非农工作,城,3284,1,1,1,5
女,1986,初中,毕业,6000,居民户口（以前是非农业户口）,目前从事非农工作,乡,3285,2,3,1,4
女,1976,小学,毕业,2000,农业户口,目前务农，曾经有过非农工作,乡,3286,1,1,1,5
男,1984,普通高中,毕业,60000,非农业户口,目前从事非农工作,城,3287,2,3,2,4
男,1960,初中,毕业,35000,非农业户口,目前从事非农工作,城,3288,2,3,2,4
男,1975,小学,辍学和中途退学,6800,农业户口,目前务农，曾经有过非农工作,乡,3289,1,2,2,5
男,1967,初中,辍学和中途退学,3000,农业户口,目前务农，没有过非农工作,乡,3290,1,2,2,5
男,1954,大学专科（正规高等教育）,毕业,40000,非农业户口,目前没有工作，曾经有过非农工作,城,3291,2,2,2,4
男,1989,初中,辍学和中途退学,24000,农业户口,目前从事非农工作,乡,3292,1,2,1,5
女,1959,没有受过任何教育,nan,15000,农业户口,目前务农，没有过非农工作,乡,3293,1,2,2,4
女,1986,初中,毕业,0,农业户口,目前没有工作，曾经有过非农工作,城,3294,1,2,2,5
男,1992,初中,毕业,40000,农业户口,目前从事非农工作,城,3295,1,2,1,4
女,1961,小学,毕业,30000,农业户口,目前从事非农工作,乡,3296,2,2,2,3
男,1972,小学,毕业,30000,农业户口,目前从事非农工作,城,3297,1,2,2,4
女,1965,普通高中,毕业,24000,非农业户口,目前没有工作，曾经有过非农工作,城,3298,2,2,2,4
男,1932,小学,辍学和中途退学,2640,农业户口,目前务农，没有过非农工作,城,3299,1,2,1,5
女,1967,大学专科（成人高等教育）,毕业,20000,非农业户口,目前没有工作，曾经有过非农工作,城,3300,1,2,2,4
男,1961,普通高中,毕业,30000,居民户口（以前是非农业户口）,目前从事非农工作,城,3301,2,2,1,4
女,1980,初中,辍学和中途退学,10000,农业户口,目前务农，没有过非农工作,乡,3302,1,1,1,5
女,1993,初中,毕业,0,农业户口,目前没有工作，曾经有过非农工作,城,3303,2,3,2,5
女,1963,小学,毕业,4000,农业户口,目前务农，曾经有过非农工作,乡,3304,1,2,2,5
女,1949,初中,毕业,20000,农业户口,目前务农，没有过非农工作,乡,3305,1,2,2,5
女,1994,大学本科（正规高等教育）,毕业,60000,非农业户口,目前从事非农工作,城,3306,2,4,2,4
女,1964,小学,辍学和中途退学,2000,农业户口,目前务农，没有过非农工作,乡,3307,1,2,2,5
女,1979,小学,毕业,30000,农业户口,目前从事非农工作,城,3308,1,1,1,5
女,1979,普通高中,毕业,8000,农业户口,目前从事非农工作,城,3309,1,2,2,5
女,1954,没有受过任何教育,nan,0,农业户口,从未工作过,乡,3310,2,1,1,5
女,1932,小学,毕业,6000,非农业户口,目前务农，曾经有过非农工作,城,3311,1,2,1,4
男,1941,小学,辍学和中途退学,7600,农业户口,目前没有工作，而且只务过农,城,3312,1,2,1,5
女,1995,大学本科（正规高等教育）,正在读,4000,农业户口,目前没有工作，曾经有过非农工作,城,3313,2,2,2,4
男,1956,初中,毕业,28000,非农业户口,目前没有工作，曾经有过非农工作,城,3314,2,2,2,4
女,1989,初中,毕业,0,农业户口,目前没有工作，曾经有过非农工作,乡,3315,1,2,1,4
女,1954,小学,辍学和中途退学,1200,农业户口,从未工作过,乡,3316,1,1,1,5
男,1963,普通高中,毕业,25000,农业户口,目前从事非农工作,乡,3317,2,2,2,4
女,1969,初中,毕业,14400,居民户口（以前是农业户口）,目前从事非农工作,城,3318,1,2,2,5
男,1966,初中,毕业,16000,居民户口（以前是农业户口）,目前从事非农工作,城,3319,1,2,1,4
男,1963,小学,辍学和中途退学,3000,农业户口,目前务农，没有过非农工作,乡,3320,1,2,2,4
女,1945,小学,辍学和中途退学,10000,农业户口,目前从事非农工作,乡,3321,1,2,2,5
男,1963,初中,毕业,30000,农业户口,目前务农，没有过非农工作,乡,3322,1,1,1,4
女,1940,没有受过任何教育,nan,0,农业户口,目前务农，没有过非农工作,乡,3323,1,2,2,4
女,1992,研究生及以上,正在读,0,非农业户口,从未工作过,城,3324,2,2,2,4
男,1959,普通高中,毕业,5000,居民户口（以前是非农业户口）,目前从事非农工作,乡,3325,2,3,1,4
男,1954,初中,毕业,5000,农业户口,目前务农，没有过非农工作,乡,3326,1,3,1,5
男,1969,大学专科（正规高等教育）,毕业,600000,居民户口（以前是农业户口）,目前从事非农工作,城,3327,2,2,2,4
男,1976,中专,毕业,42000,非农业户口,目前从事非农工作,城,3328,1,2,1,4
男,1969,小学,毕业,8000,农业户口,目前务农，没有过非农工作,乡,3329,1,2,2,5
女,1969,小学,毕业,5400,农业户口,目前没有工作，曾经有过非农工作,城,3330,1,2,2,5
男,1996,中专,辍学和中途退学,120000,农业户口,目前从事非农工作,城,3331,1,2,1,5
男,1969,初中,毕业,18000,居民户口（以前是农业户口）,目前从事非农工作,城,3332,2,1,1,5
男,1976,初中,毕业,30000,农业户口,目前没有工作，曾经有过非农工作,城,3333,1,2,2,4
男,1946,小学,毕业,0,农业户口,从未工作过,乡,3334,1,2,1,5
女,1982,初中,毕业,20000,农业户口,目前从事非农工作,城,3335,2,2,2,4
女,1949,小学,辍学和中途退学,2520,农业户口,目前没有工作，而且只务过农,乡,3336,1,1,2,4
女,1957,普通高中,毕业,12000,非农业户口,目前没有工作，曾经有过非农工作,城,3337,1,2,1,4
女,1952,小学,毕业,6000,农业户口,目前务农，没有过非农工作,乡,3338,2,2,2,4
男,1960,普通高中,毕业,20000,农业户口,目前务农，曾经有过非农工作,乡,3339,1,1,1,4
男,1959,小学,辍学和中途退学,4000,农业户口,目前务农，没有过非农工作,乡,3340,1,1,1,5
男,1982,普通高中,毕业,24000,居民户口（以前是非农业户口）,目前从事非农工作,城,3341,2,3,1,4
男,1974,初中,辍学和中途退学,0,农业户口,目前务农，曾经有过非农工作,乡,3342,1,2,2,5
男,1977,小学,辍学和中途退学,0,没有户口,从未工作过,城,3343,1,2,2,4
男,1985,普通高中,毕业,30000,非农业户口,目前从事非农工作,城,3344,1,2,2,5
男,1998,普通高中,毕业,3500,农业户口,从未工作过,乡,3345,1,2,2,4
女,1987,初中,毕业,30000,非农业户口,目前从事非农工作,城,3346,1,2,1,4
男,1964,小学,辍学和中途退学,3000,农业户口,目前务农，曾经有过非农工作,乡,3347,1,2,2,4
男,1940,没有受过任何教育,nan,6000,农业户口,目前没有工作，而且只务过农,乡,3348,1,1,1,5
女,1988,初中,毕业,10000,农业户口,目前没有工作，曾经有过非农工作,乡,3349,1,2,2,5
女,1947,小学,辍学和中途退学,0,农业户口,从未工作过,乡,3350,1,1,1,5
男,1969,小学,辍学和中途退学,2400,农业户口,目前务农，曾经有过非农工作,乡,3351,1,2,2,4
男,1944,初中,毕业,12000,农业户口,目前务农，没有过非农工作,乡,3352,1,2,1,5
女,1948,没有受过任何教育,nan,1080,农业户口,目前没有工作，而且只务过农,城,3353,1,1,1,5
女,1975,小学,辍学和中途退学,不适用,农业户口,目前务农，没有过非农工作,乡,3354,1,2,2,4
女,1938,没有受过任何教育,nan,3600,农业户口,目前没有工作，而且只务过农,乡,3355,1,2,2,4
女,1953,没有受过任何教育,nan,23000,农业户口,目前务农，没有过非农工作,乡,3356,1,2,2,3
女,1967,小学,辍学和中途退学,10000,农业户口,目前从事非农工作,城,3357,2,2,2,4
女,1982,初中,毕业,36000,农业户口,目前没有工作，曾经有过非农工作,城,3358,1,2,2,4
男,1967,初中,毕业,2680,农业户口,目前务农，没有过非农工作,乡,3359,1,1,1,5
女,1973,大学专科（成人高等教育）,毕业,48000,非农业户口,目前从事非农工作,城,3360,1,3,2,4
男,1933,小学,毕业,24000,农业户口,目前没有工作，而且只务过农,乡,3361,2,2,2,4
男,1964,小学,毕业,70000,农业户口,目前务农，曾经有过非农工作,乡,3362,1,2,1,5
女,1963,初中,毕业,6000,农业户口,目前务农，没有过非农工作,乡,3363,2,1,1,5
女,1952,没有受过任何教育,nan,10000,农业户口,目前务农，没有过非农工作,乡,3364,2,2,2,5
女,1978,初中,辍学和中途退学,10000,农业户口,目前务农，没有过非农工作,乡,3365,1,2,2,5
女,1999,中专,正在读,不适用,农业户口,目前没有工作，曾经有过非农工作,乡,3366,1,2,1,5
男,1972,小学,毕业,40000,农业户口,目前从事非农工作,城,3367,1,2,2,4
女,1953,没有受过任何教育,nan,600,农业户口,从未工作过,乡,3368,1,2,2,5
男,1930,初中,辍学和中途退学,52800,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,乡,3369,1,2,2,5
女,1962,小学,辍学和中途退学,1000,农业户口,目前从事非农工作,乡,3370,1,1,1,5
女,1981,大学本科（正规高等教育）,毕业,42000,非农业户口,目前从事非农工作,城,3371,1,2,1,5
男,1979,没有受过任何教育,nan,42000,非农业户口,目前从事非农工作,城,3372,1,2,2,4
男,1955,小学,辍学和中途退学,25000,农业户口,目前从事非农工作,乡,3373,1,2,2,4
男,1943,没有受过任何教育,nan,1000,农业户口,目前务农，没有过非农工作,乡,3374,1,2,1,5
男,1956,初中,毕业,1272,农业户口,目前务农，曾经有过非农工作,乡,3375,1,1,1,5
女,1965,初中,毕业,0,农业户口,目前没有工作，曾经有过非农工作,城,3376,1,2,2,4
女,1994,普通高中,毕业,24000,农业户口,目前从事非农工作,城,3377,2,1,1,5
男,1968,初中,毕业,60000,非农业户口,目前从事非农工作,城,3378,2,3,2,5
男,1962,普通高中,毕业,6000,农业户口,目前从事非农工作,城,3379,1,2,2,4
男,1928,没有受过任何教育,nan,1500,农业户口,目前没有工作，而且只务过农,乡,3380,1,2,2,4
女,1963,普通高中,毕业,1000,农业户口,目前务农，曾经有过非农工作,乡,3381,1,2,1,5
女,1936,大学本科（成人高等教育）,毕业,54000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,乡,3382,2,3,2,4
男,1983,大学专科（正规高等教育）,毕业,50000,居民户口（以前是非农业户口）,目前从事非农工作,城,3383,2,3,2,4
男,1960,没有受过任何教育,nan,2680,农业户口,目前没有工作，曾经有过非农工作,乡,3384,1,2,2,5
男,1971,初中,辍学和中途退学,3000,农业户口,目前务农，曾经有过非农工作,乡,3385,1,1,1,5
男,1942,没有受过任何教育,nan,2000,农业户口,目前没有工作，而且只务过农,乡,3386,1,1,1,4
男,1962,普通高中,毕业,5000,农业户口,目前务农，没有过非农工作,乡,3387,1,2,2,4
女,1989,初中,毕业,0,农业户口,目前从事非农工作,城,3388,1,2,2,5
