a31,a2,a7a,a7b,a8a,a58,a18,isurban,index,Q1,Q2,Q3,Q4
男,1949,小学,辍学和中途退学,3000,农业户口,目前务农，没有过非农工作,乡,3420,1,1,1,5
女,1985,初中,辍学和中途退学,30000,农业户口,目前从事非农工作,乡,3421,1,1,1,5
女,1950,没有受过任何教育,nan,10000,非农业户口,目前没有工作，而且只务过农,城,3422,1,2,1,4
男,1946,小学,毕业,2500,农业户口,目前没有工作，曾经有过非农工作,城,3423,1,2,1,4
男,1939,没有受过任何教育,nan,14400,居民户口（以前是农业户口）,目前没有工作，而且只务过农,城,3424,1,2,1,5
男,1979,小学,毕业,26000,农业户口,目前从事非农工作,城,3425,1,2,2,4
女,1962,普通高中,毕业,15000,农业户口,目前从事非农工作,乡,3426,1,3,2,4
男,1965,初中,肄业,6000,居民户口（以前是农业户口）,目前没有工作，曾经有过非农工作,城,3427,1,2,1,5
男,1925,私塾、扫盲班,nan,5000,农业户口,目前没有工作，曾经有过非农工作,乡,3428,1,2,1,5
男,1956,没有受过任何教育,nan,0,非农业户口,目前没有工作，曾经有过非农工作,城,3429,1,1,1,4
男,1940,小学,毕业,1260,农业户口,目前没有工作，而且只务过农,乡,3430,1,1,1,8
女,1970,初中,毕业,20000,农业户口,目前从事非农工作,城,3431,1,1,1,5
男,1994,初中,毕业,30000,农业户口,目前没有工作，曾经有过非农工作,乡,3432,1,1,1,3
女,1967,没有受过任何教育,nan,2000,农业户口,目前务农，没有过非农工作,乡,3433,2,1,1,4
男,1946,初中,辍学和中途退学,1500,农业户口,目前务农，没有过非农工作,乡,3434,1,2,1,8
女,1956,没有受过任何教育,nan,12000,农业户口,目前没有工作，而且只务过农,城,3435,1,1,1,5
男,1947,没有受过任何教育,nan,4000,农业户口,目前务农，没有过非农工作,乡,3436,1,1,1,4
男,1999,普通高中,正在读,0,居民户口（以前是农业户口）,从未工作过,城,3437,2,2,1,3
女,1952,小学,辍学和中途退学,0,农业户口,目前没有工作，而且只务过农,乡,3438,1,2,1,3
女,1962,小学,毕业,0,非农业户口,目前没有工作，而且只务过农,城,3439,1,1,1,5
女,1982,初中,毕业,10000,农业户口,目前从事非农工作,乡,3440,1,2,2,4
男,1948,小学,毕业,5000,农业户口,目前务农，没有过非农工作,乡,3441,1,1,1,4
男,1973,小学,毕业,42000,居民户口（以前是农业户口）,目前从事非农工作,城,3442,1,2,1,5
女,1996,大学本科（正规高等教育）,正在读,0,居民户口（以前是农业户口）,从未工作过,城,3443,1,2,1,3
女,1976,小学,辍学和中途退学,30000,农业户口,目前没有工作，曾经有过非农工作,乡,3444,1,1,1,5
女,1973,小学,肄业,0,农业户口,目前务农，没有过非农工作,乡,3445,1,2,1,5
男,1998,大学专科（正规高等教育）,正在读,不适用,非农业户口,从未工作过,城,3446,2,3,2,3
男,1953,小学,毕业,7000,农业户口,目前务农，没有过非农工作,乡,3447,1,2,1,4
女,1967,小学,毕业,0,非农业户口,目前没有工作，而且只务过农,城,3448,1,1,1,5
女,1950,没有受过任何教育,nan,500,农业户口,目前务农，没有过非农工作,乡,3449,1,1,1,5
女,1946,没有受过任何教育,nan,2000,农业户口,目前没有工作，而且只务过农,乡,3450,1,1,1,5
男,1954,小学,辍学和中途退学,7200,居民户口（以前是农业户口）,目前没有工作，而且只务过农,城,3451,1,2,1,5
女,1994,初中,毕业,0,非农业户口,从未工作过,城,3452,1,3,1,5
男,1965,初中,辍学和中途退学,45000,农业户口,目前从事非农工作,乡,3453,1,1,1,3
女,1960,初中,辍学和中途退学,2000,农业户口,目前务农，没有过非农工作,乡,3454,1,1,1,3
男,1958,小学,肄业,30000,居民户口（以前是农业户口）,目前从事非农工作,城,3455,2,2,1,3
男,1952,初中,毕业,4660,农业户口,目前没有工作，而且只务过农,乡,3456,1,1,1,5
女,1988,普通高中,毕业,20000,居民户口（以前是农业户口）,目前从事非农工作,城,3457,1,2,1,4
男,1926,小学,辍学和中途退学,5200,农业户口,目前务农，没有过非农工作,乡,3458,1,2,1,3
男,1949,小学,辍学和中途退学,1400,农业户口,目前没有工作，而且只务过农,乡,3459,1,2,1,5
女,1940,小学,辍学和中途退学,1140,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,3460,1,2,1,5
女,1977,初中,辍学和中途退学,12000,居民户口（以前是农业户口）,目前从事非农工作,城,3461,1,1,1,5
男,1980,技校,毕业,30000,居民户口（以前是农业户口）,目前从事非农工作,城,3462,1,2,1,5
女,1956,没有受过任何教育,nan,10000,居民户口（以前是农业户口）,目前没有工作，而且只务过农,城,3463,1,2,2,5
女,1981,初中,辍学和中途退学,0,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,乡,3464,1,2,1,4
女,1999,普通高中,毕业,0,农业户口,从未工作过,城,3465,1,2,2,8
男,1985,没有受过任何教育,nan,1200,农业户口,目前务农，没有过非农工作,乡,3466,1,1,1,5
女,1980,初中,毕业,10000,农业户口,目前从事非农工作,乡,3467,1,1,1,5
男,1974,初中,毕业,3000,农业户口,目前务农，没有过非农工作,乡,3468,1,2,1,3
男,1973,大学专科（正规高等教育）,毕业,100000,居民户口（以前是非农业户口）,目前从事非农工作,城,3469,2,3,2,4
女,1966,初中,毕业,10000,居民户口（以前是农业户口）,目前从事非农工作,城,3470,1,1,1,4
男,1993,职业高中,毕业,0,农业户口,从未工作过,乡,3471,1,1,1,5
女,1974,初中,辍学和中途退学,4500,农业户口,目前务农，曾经有过非农工作,乡,3472,1,2,1,5
男,1975,小学,辍学和中途退学,5000,农业户口,目前没有工作，而且只务过农,乡,3473,1,1,1,5
男,1974,初中,毕业,30000,非农业户口,目前从事非农工作,城,3474,1,2,1,5
男,1982,小学,毕业,30000,农业户口,目前从事非农工作,乡,3475,1,2,1,5
女,1949,没有受过任何教育,nan,0,农业户口,目前没有工作，而且只务过农,乡,3476,1,1,1,5
男,1959,没有受过任何教育,nan,1000,农业户口,目前务农，没有过非农工作,乡,3477,1,2,1,5
女,1975,初中,肄业,0,非农业户口,从未工作过,城,3478,1,1,1,5
女,1980,小学,毕业,3000,农业户口,目前从事非农工作,乡,3479,1,1,1,5
男,1999,普通高中,正在读,0,农业户口,从未工作过,乡,3480,1,2,1,5
男,1965,初中,毕业,0,农业户口,目前务农，曾经有过非农工作,乡,3481,1,2,1,3
女,1957,大学专科（正规高等教育）,毕业,53000,居民户口（以前是农业户口）,目前没有工作，曾经有过非农工作,乡,3482,1,2,1,5
女,1946,私塾、扫盲班,nan,3000,农业户口,目前没有工作，而且只务过农,乡,3483,1,2,1,5
女,1937,没有受过任何教育,nan,0,农业户口,目前没有工作，而且只务过农,乡,3484,1,2,1,3
男,1967,初中,毕业,18000,农业户口,目前从事非农工作,乡,3485,1,1,1,5
男,1941,初中,肄业,12000,农业户口,目前没有工作，而且只务过农,乡,3486,1,2,1,3
女,1985,小学,辍学和中途退学,4000,农业户口,目前没有工作，曾经有过非农工作,乡,3487,1,2,1,5
女,1964,小学,毕业,0,农业户口,目前没有工作，而且只务过农,城,3488,1,1,1,5
男,1999,普通高中,正在读,不适用,农业户口,从未工作过,乡,3489,2,2,2,4
女,1971,没有受过任何教育,nan,20000,农业户口,目前务农，没有过非农工作,乡,3490,1,2,1,5
男,1969,初中,辍学和中途退学,5500,农业户口,目前务农，曾经有过非农工作,乡,3491,1,2,1,3
女,1953,小学,辍学和中途退学,10000,农业户口,目前务农，没有过非农工作,乡,3492,1,2,1,5
女,1982,小学,辍学和中途退学,0,农业户口,目前务农，曾经有过非农工作,乡,3493,1,1,1,5
男,1968,小学,毕业,30000,非农业户口,目前从事非农工作,城,3494,1,2,2,3
男,1947,小学,辍学和中途退学,30000,非农业户口,目前没有工作，曾经有过非农工作,乡,3495,1,3,1,4
男,1966,小学,肄业,50000,农业户口,目前务农，曾经有过非农工作,乡,3496,1,2,1,3
男,1949,小学,辍学和中途退学,2000,农业户口,目前务农，没有过非农工作,乡,3497,1,1,1,5
女,1942,小学,毕业,15960,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,3498,2,2,2,4
男,1986,小学,毕业,10000,农业户口,目前从事非农工作,乡,3499,1,2,1,5
男,1992,小学,辍学和中途退学,0,农业户口,从未工作过,乡,3500,1,1,1,5
女,1954,没有受过任何教育,nan,0,农业户口,目前没有工作，而且只务过农,乡,3501,1,1,1,5
女,1964,初中,毕业,130000,非农业户口,目前从事非农工作,城,3502,2,3,2,3
男,1968,初中,辍学和中途退学,2000,农业户口,目前务农，曾经有过非农工作,乡,3503,1,1,1,5
男,1935,私塾、扫盲班,nan,6000,农业户口,目前没有工作，而且只务过农,城,3504,1,1,1,4
男,1972,初中,毕业,20000,非农业户口,目前从事非农工作,城,3505,2,3,2,4
女,1953,小学,辍学和中途退学,10000,农业户口,目前没有工作，而且只务过农,城,3506,1,1,1,5
女,1975,初中,毕业,0,农业户口,目前没有工作，曾经有过非农工作,城,3507,1,2,1,3
女,1952,小学,辍学和中途退学,24000,非农业户口,目前务农，曾经有过非农工作,城,3508,1,1,1,5
女,1948,没有受过任何教育,nan,900,农业户口,目前没有工作，而且只务过农,乡,3509,1,1,1,5
男,1983,小学,毕业,40000,农业户口,目前从事非农工作,乡,3510,1,2,1,3
男,1993,大学专科（正规高等教育）,毕业,0,居民户口（以前是农业户口）,目前从事非农工作,城,3511,2,3,2,4
男,1953,小学,辍学和中途退学,7000,农业户口,目前务农，没有过非农工作,乡,3512,1,2,1,5
女,1944,小学,辍学和中途退学,2000,农业户口,目前务农，没有过非农工作,乡,3513,1,1,1,5
女,1985,大学专科（成人高等教育）,毕业,0,居民户口（以前是农业户口）,目前没有工作，曾经有过非农工作,城,3514,1,1,1,5
女,1962,职业高中,毕业,0,农业户口,目前务农，没有过非农工作,乡,3515,1,2,1,4
男,1954,没有受过任何教育,nan,4000,农业户口,目前务农，没有过非农工作,乡,3516,1,2,1,3
男,1936,没有受过任何教育,nan,15000,农业户口,目前没有工作，而且只务过农,城,3517,1,2,2,5
男,1949,没有受过任何教育,nan,600,农业户口,目前没有工作，而且只务过农,城,3518,1,1,1,5
女,1979,初中,毕业,15000,居民户口（以前是农业户口）,目前没有工作，曾经有过非农工作,城,3519,1,2,1,3
男,1975,职业高中,毕业,50000,非农业户口,目前从事非农工作,城,3520,2,3,2,4
女,1955,小学,毕业,0,农业户口,从未工作过,乡,3521,1,1,1,5
女,1953,没有受过任何教育,nan,2000,农业户口,目前务农，没有过非农工作,乡,3522,2,2,1,5
女,1955,初中,毕业,拒绝回答,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,3523,1,2,1,4
女,1962,初中,毕业,12000,居民户口（以前是农业户口）,目前没有工作，曾经有过非农工作,城,3524,1,1,1,5
男,1952,小学,毕业,2000,农业户口,目前务农，没有过非农工作,乡,3525,1,1,1,5
女,1973,小学,毕业,10000,农业户口,目前务农，没有过非农工作,乡,3526,1,2,1,3
女,1982,初中,毕业,30000,农业户口,目前从事非农工作,城,3527,1,2,1,3
男,1949,小学,毕业,30000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,3528,2,2,1,3
男,1935,没有受过任何教育,nan,0,农业户口,目前没有工作，而且只务过农,乡,3529,1,1,1,5
女,1969,没有受过任何教育,nan,600,农业户口,目前务农，没有过非农工作,乡,3530,1,2,1,8
女,1938,小学,毕业,0,农业户口,目前没有工作，而且只务过农,乡,3531,1,2,2,5
女,1936,没有受过任何教育,nan,0,居民户口（以前是农业户口）,目前没有工作，曾经有过非农工作,乡,3532,1,2,1,5
男,1945,小学,辍学和中途退学,9700,农业户口,目前从事非农工作,城,3533,1,2,1,5
男,1969,初中,辍学和中途退学,3000,农业户口,目前务农，没有过非农工作,乡,3534,1,1,1,5
男,1957,初中,辍学和中途退学,4600,农业户口,目前务农，没有过非农工作,乡,3535,1,3,1,3
男,1979,大学本科（成人高等教育）,毕业,100000,居民户口（以前是农业户口）,目前从事非农工作,城,3536,2,3,1,4
女,1930,没有受过任何教育,nan,900,农业户口,目前没有工作，而且只务过农,乡,3537,1,2,2,5
女,1994,初中,毕业,24000,非农业户口,目前从事非农工作,城,3538,1,1,1,5
女,1939,初中,毕业,120000,居民户口（以前是农业户口）,目前没有工作，曾经有过非农工作,城,3539,1,2,1,3
女,1971,小学,毕业,0,农业户口,从未工作过,乡,3540,1,1,1,5
女,1972,初中,毕业,20000,农业户口,目前从事非农工作,乡,3541,1,1,1,5
男,1981,普通高中,毕业,70000,居民户口（以前是非农业户口）,目前从事非农工作,城,3542,2,2,1,4
女,1969,小学,毕业,10000,农业户口,目前从事非农工作,城,3543,1,1,1,5
女,1967,小学,辍学和中途退学,4000,农业户口,目前务农，没有过非农工作,乡,3544,1,2,1,5
女,1999,普通高中,正在读,0,农业户口,从未工作过,城,3545,1,3,2,4
男,1987,普通高中,毕业,36000,农业户口,目前从事非农工作,乡,3546,2,3,2,3
女,1972,初中,毕业,0,农业户口,目前没有工作，曾经有过非农工作,乡,3547,1,1,1,5
女,1946,小学,辍学和中途退学,900,农业户口,目前没有工作，而且只务过农,城,3548,1,1,1,5
男,1978,大学专科（正规高等教育）,毕业,36000,居民户口（以前是农业户口）,目前从事非农工作,城,3549,1,3,2,5
女,1955,小学,毕业,2500,居民户口（以前是农业户口）,目前从事非农工作,乡,3550,1,1,1,5
男,1965,普通高中,毕业,60000,居民户口（以前是农业户口）,目前从事非农工作,城,3551,3,3,2,4
女,1962,普通高中,毕业,35000,非农业户口,目前没有工作，曾经有过非农工作,城,3552,1,2,1,3
女,1953,小学,辍学和中途退学,500,农业户口,目前务农，没有过非农工作,乡,3553,1,1,1,5
女,1996,初中,毕业,40000,农业户口,目前从事非农工作,城,3554,1,2,1,4
女,1947,初中,辍学和中途退学,1888,农业户口,目前务农，没有过非农工作,乡,3555,1,3,2,3
男,1939,初中,毕业,0,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,3556,1,2,1,3
女,1953,初中,毕业,10000,农业户口,目前没有工作，而且只务过农,城,3557,1,2,1,5
男,1946,小学,辍学和中途退学,1800,农业户口,目前务农，没有过非农工作,乡,3558,1,1,1,5
男,1945,私塾、扫盲班,nan,12000,居民户口（以前是农业户口）,目前没有工作，而且只务过农,城,3559,1,2,2,5
女,1965,初中,毕业,9800,农业户口,目前没有工作，而且只务过农,城,3560,1,2,1,5
男,1953,小学,辍学和中途退学,4000,农业户口,目前务农，曾经有过非农工作,乡,3561,1,1,1,5
女,1934,没有受过任何教育,nan,900,农业户口,目前没有工作，而且只务过农,乡,3562,1,1,1,5
男,1971,小学,辍学和中途退学,30000,非农业户口,目前没有工作，曾经有过非农工作,城,3563,1,1,1,3
女,1953,没有受过任何教育,nan,900,农业户口,目前务农，没有过非农工作,乡,3564,1,1,1,5
男,1968,小学,辍学和中途退学,100,农业户口,目前务农，没有过非农工作,乡,3565,1,1,1,5
女,1986,中专,毕业,10000,农业户口,目前没有工作，曾经有过非农工作,乡,3566,1,2,1,5
女,1964,没有受过任何教育,nan,3000,农业户口,目前务农，没有过非农工作,乡,3567,1,1,1,5
男,1991,大学专科（正规高等教育）,毕业,10000,农业户口,目前从事非农工作,城,3568,2,3,1,5
男,1979,普通高中,毕业,200000,农业户口,目前从事非农工作,城,3569,1,2,1,3
女,1947,小学,辍学和中途退学,3000,农业户口,目前务农，没有过非农工作,乡,3570,1,1,1,5
女,1952,小学,毕业,700,农业户口,目前没有工作，而且只务过农,城,3571,1,1,1,5
男,1938,小学,毕业,不适用,农业户口,目前没有工作，而且只务过农,乡,3572,1,2,1,3
男,1995,大学专科（成人高等教育）,正在读,24000,农业户口,目前从事非农工作,城,3573,1,2,1,5
女,1983,普通高中,毕业,40000,农业户口,目前从事非农工作,城,3574,1,2,1,4
男,1937,私塾、扫盲班,nan,720,农业户口,目前务农，没有过非农工作,乡,3575,1,2,1,5
女,1972,大学专科（成人高等教育）,毕业,5000,农业户口,目前从事非农工作,城,3576,1,1,1,5
女,1964,初中,毕业,39600,居民户口（以前是农业户口）,目前从事非农工作,城,3577,1,3,2,5
女,1997,普通高中,毕业,25000,农业户口,目前从事非农工作,城,3578,2,4,2,5
女,1987,中专,毕业,23000,非农业户口,目前从事非农工作,城,3579,1,3,1,5
男,1956,大学本科（正规高等教育）,毕业,30000,非农业户口,目前没有工作，曾经有过非农工作,城,3580,2,3,1,3
男,1975,初中,毕业,20000,农业户口,目前从事非农工作,乡,3581,1,2,1,5
女,1990,没有受过任何教育,nan,30000,非农业户口,目前从事非农工作,城,3582,2,2,1,4
男,1992,初中,毕业,20000,农业户口,目前没有工作，曾经有过非农工作,城,3583,1,3,2,4
女,1975,初中,毕业,26400,农业户口,目前从事非农工作,城,3584,1,2,1,3
女,1958,小学,辍学和中途退学,0,农业户口,目前没有工作，而且只务过农,乡,3585,2,2,2,4
女,1967,初中,肄业,0,农业户口,目前务农，没有过非农工作,乡,3586,1,2,2,3
女,1983,初中,辍学和中途退学,35000,农业户口,目前从事非农工作,城,3587,1,2,1,3
女,1981,初中,毕业,0,农业户口,目前从事非农工作,城,3588,1,1,1,4
男,1977,初中,毕业,40000,农业户口,目前从事非农工作,城,3589,1,2,1,5
女,1941,没有受过任何教育,nan,7000,农业户口,目前没有工作，而且只务过农,城,3590,1,2,1,4
男,1996,大学本科（正规高等教育）,正在读,50000,居民户口（以前是非农业户口）,从未工作过,城,3591,1,2,1,5
男,1965,初中,毕业,60000,农业户口,目前从事非农工作,城,3592,1,2,1,3
男,1956,小学,辍学和中途退学,1900,农业户口,目前务农，没有过非农工作,城,3593,1,1,1,5
男,1966,小学,肄业,4000,农业户口,目前务农，没有过非农工作,乡,3594,1,1,1,4
男,1950,小学,辍学和中途退学,6000,农业户口,目前没有工作，而且只务过农,乡,3595,1,1,1,5
男,1955,小学,辍学和中途退学,1000,农业户口,目前务农，没有过非农工作,乡,3596,1,2,1,5
女,1989,普通高中,毕业,30000,居民户口（以前是农业户口）,目前从事非农工作,城,3597,2,2,2,4
女,1970,小学,毕业,2000,农业户口,目前务农，没有过非农工作,乡,3598,1,2,1,5
女,1963,没有受过任何教育,nan,18000,农业户口,目前没有工作，而且只务过农,城,3599,1,1,1,5
男,1936,私塾、扫盲班,nan,20000,农业户口,目前没有工作，而且只务过农,乡,3600,1,2,1,4
女,1975,小学,毕业,0,农业户口,目前没有工作，曾经有过非农工作,城,3601,1,2,2,5
男,1963,初中,毕业,0,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,3602,1,2,1,5
女,1965,初中,毕业,0,居民户口（以前是农业户口）,目前没有工作，而且只务过农,城,3603,1,1,1,4
男,1958,初中,辍学和中途退学,2000,农业户口,目前务农，没有过非农工作,乡,3604,1,2,1,3
女,1979,小学,毕业,0,农业户口,目前没有工作，曾经有过非农工作,乡,3605,1,1,1,5
女,1947,小学,毕业,28000,居民户口（以前是农业户口）,目前没有工作，曾经有过非农工作,城,3606,1,2,1,3
男,1977,初中,毕业,25000,农业户口,目前务农，没有过非农工作,城,3607,1,2,1,4
女,1952,没有受过任何教育,nan,2000,农业户口,目前务农，没有过非农工作,乡,3608,1,1,1,3
女,1956,初中,毕业,30000,非农业户口,目前没有工作，曾经有过非农工作,城,3609,2,2,1,4
男,1966,初中,毕业,10000,农业户口,目前从事非农工作,乡,3610,1,1,1,5
女,1986,大学专科（成人高等教育）,毕业,8000,农业户口,目前从事非农工作,乡,3611,1,2,1,3
男,1963,没有受过任何教育,nan,20000,农业户口,目前没有工作，而且只务过农,乡,3612,2,1,1,5
女,1997,中专,毕业,19200,农业户口,目前从事非农工作,城,3613,2,2,2,4
男,1974,小学,毕业,40000,农业户口,目前从事非农工作,乡,3614,1,1,1,5
男,1963,普通高中,毕业,6000,农业户口,目前从事非农工作,城,3615,1,2,1,5
女,1929,小学,辍学和中途退学,0,居民户口（以前是农业户口）,目前没有工作，曾经有过非农工作,城,3616,2,2,1,5
男,1991,大学本科（正规高等教育）,毕业,90000,非农业户口,目前从事非农工作,城,3617,2,3,2,4
男,1946,小学,辍学和中途退学,10000,农业户口,目前务农，没有过非农工作,乡,3618,1,2,1,2
男,1934,小学,辍学和中途退学,2400,农业户口,目前没有工作，曾经有过非农工作,乡,3619,1,1,1,5
女,1943,初中,毕业,1000,农业户口,目前务农，曾经有过非农工作,乡,3620,1,2,1,5
男,1977,普通高中,毕业,0,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,3621,1,2,1,4
女,1968,小学,毕业,20000,农业户口,目前务农，曾经有过非农工作,乡,3622,1,2,1,4
女,1965,大学本科（成人高等教育）,毕业,16000,居民户口（以前是农业户口）,目前从事非农工作,城,3623,1,3,2,4
女,1950,没有受过任何教育,nan,0,农业户口,目前没有工作，而且只务过农,城,3624,1,2,2,5
女,1957,没有受过任何教育,nan,960,农业户口,目前务农，没有过非农工作,乡,3625,1,2,1,3
男,1970,小学,毕业,10000,农业户口,目前务农，没有过非农工作,乡,3626,1,2,1,4
男,1956,初中,毕业,0,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,3627,1,1,1,5
男,1993,普通高中,毕业,25000,农业户口,目前从事非农工作,城,3628,2,3,2,4
男,1943,没有受过任何教育,nan,0,农业户口,目前务农，没有过非农工作,乡,3629,1,1,1,5
女,1951,职业高中,毕业,30000,农业户口,目前没有工作，曾经有过非农工作,城,3630,1,1,1,4
女,1964,小学,毕业,0,农业户口,目前务农，没有过非农工作,乡,3631,1,2,1,5
女,1975,初中,毕业,10000,农业户口,目前从事非农工作,城,3632,1,2,1,5
女,1970,小学,肄业,0,农业户口,从未工作过,乡,3633,1,1,1,5
男,1950,小学,毕业,1000,农业户口,目前务农，曾经有过非农工作,乡,3634,1,2,1,5
女,1963,初中,毕业,0,农业户口,目前务农，没有过非农工作,乡,3635,1,2,1,5
女,1991,大学本科（成人高等教育）,毕业,20000,农业户口,目前从事非农工作,乡,3636,1,1,1,3
女,1930,没有受过任何教育,nan,33600,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,3637,1,1,1,5
男,1954,小学,辍学和中途退学,3000,农业户口,目前务农，曾经有过非农工作,乡,3638,1,2,1,5
男,1974,初中,毕业,5000,农业户口,目前没有工作，曾经有过非农工作,乡,3639,1,1,1,5
女,1965,初中,毕业,0,农业户口,目前没有工作，而且只务过农,乡,3640,1,1,1,5
男,1944,小学,辍学和中途退学,0,农业户口,目前没有工作，而且只务过农,乡,3641,1,1,1,3
女,1952,没有受过任何教育,nan,0,农业户口,目前务农，没有过非农工作,乡,3642,1,1,1,3
男,1955,小学,毕业,3000,农业户口,目前务农，没有过非农工作,乡,3643,1,2,1,5
女,1973,小学,肄业,0,农业户口,目前务农，没有过非农工作,乡,3644,1,1,1,4
女,1963,普通高中,辍学和中途退学,9720,农业户口,目前没有工作，曾经有过非农工作,城,3645,2,2,1,3
男,1953,没有受过任何教育,nan,2000,农业户口,目前务农，曾经有过非农工作,乡,3646,1,1,1,4
女,1949,小学,毕业,13000,农业户口,目前务农，没有过非农工作,乡,3647,1,2,1,5
男,1946,初中,辍学和中途退学,5900,农业户口,目前务农，曾经有过非农工作,乡,3648,1,1,1,5
男,1963,初中,毕业,1000,农业户口,目前务农，没有过非农工作,乡,3649,1,2,2,3
男,1957,初中,辍学和中途退学,8000,农业户口,目前务农，没有过非农工作,乡,3650,1,1,1,5
男,1971,初中,毕业,1500,居民户口（以前是农业户口）,目前从事非农工作,城,3651,1,2,2,4
女,1976,小学,辍学和中途退学,不知道,农业户口,目前没有工作，曾经有过非农工作,乡,3652,1,1,1,3
男,1963,小学,辍学和中途退学,0,农业户口,目前没有工作，曾经有过非农工作,乡,3653,1,1,1,5
女,1972,初中,毕业,8000,农业户口,目前从事非农工作,乡,3654,1,2,1,3
女,1948,小学,毕业,13000,居民户口（以前是农业户口）,目前没有工作，而且只务过农,乡,3655,1,2,1,5
女,1947,没有受过任何教育,nan,20000,农业户口,目前从事非农工作,城,3656,1,2,1,5
女,1943,私塾、扫盲班,nan,1400,农业户口,目前没有工作，而且只务过农,乡,3657,1,2,1,5
女,1967,小学,辍学和中途退学,10000,农业户口,目前从事非农工作,乡,3658,1,1,1,3
女,1955,初中,毕业,1200,居民户口（以前是农业户口）,目前没有工作，而且只务过农,城,3659,1,2,1,5
男,1947,小学,辍学和中途退学,5000,农业户口,目前务农，没有过非农工作,乡,3660,1,1,1,5
男,1955,初中,毕业,2000,农业户口,目前务农，没有过非农工作,乡,3661,1,1,1,5
女,1949,没有受过任何教育,nan,6900,农业户口,目前务农，没有过非农工作,乡,3662,1,2,1,5
女,1960,普通高中,毕业,3000,农业户口,目前务农，曾经有过非农工作,乡,3663,1,2,1,3
男,1952,大学本科（正规高等教育）,毕业,45000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,3664,1,2,1,5
男,1949,小学,辍学和中途退学,20000,农业户口,目前务农，没有过非农工作,乡,3665,1,1,1,5
女,1982,普通高中,毕业,6000,农业户口,目前从事非农工作,城,3666,1,1,1,3
女,1973,初中,毕业,30000,农业户口,目前从事非农工作,城,3667,1,2,2,4
男,1964,没有受过任何教育,nan,20000,农业户口,目前没有工作，而且只务过农,乡,3668,1,1,1,5
男,1950,没有受过任何教育,nan,3900,农业户口,目前务农，没有过非农工作,乡,3669,1,1,1,5
女,1967,小学,辍学和中途退学,0,农业户口,目前务农，没有过非农工作,乡,3670,1,2,1,4
男,1945,小学,辍学和中途退学,0,农业户口,目前没有工作，而且只务过农,乡,3671,1,2,1,5
男,1973,小学,毕业,30000,农业户口,目前从事非农工作,城,3672,1,2,1,4
男,1946,小学,毕业,6720,居民户口（以前是农业户口）,目前没有工作，而且只务过农,城,3673,1,1,1,5
女,1966,初中,辍学和中途退学,8400,非农业户口,目前没有工作，而且只务过农,城,3674,1,1,1,5
女,1952,小学,毕业,0,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,3675,1,2,1,4
女,1945,初中,毕业,10000,非农业户口,目前没有工作，曾经有过非农工作,城,3676,1,1,1,5
男,1959,初中,辍学和中途退学,5000,农业户口,目前务农，没有过非农工作,城,3677,1,2,1,4
女,1982,大学本科（成人高等教育）,毕业,50000,居民户口（以前是农业户口）,目前从事非农工作,城,3678,2,2,1,3
男,1941,小学,毕业,12000,农业户口,目前没有工作，而且只务过农,城,3679,2,2,1,5
女,1952,普通高中,毕业,15000,居民户口（以前是农业户口）,目前没有工作，曾经有过非农工作,城,3680,1,2,2,4
女,1949,初中,毕业,23000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,3681,1,2,2,4
男,1957,小学,辍学和中途退学,50000,农业户口,目前务农，曾经有过非农工作,城,3682,1,2,1,4
女,1966,初中,辍学和中途退学,0,农业户口,目前务农，曾经有过非农工作,乡,3683,1,2,1,3
女,1971,初中,辍学和中途退学,20000,农业户口,目前没有工作，曾经有过非农工作,乡,3684,1,2,1,5
女,1955,私塾、扫盲班,nan,1200,农业户口,目前务农，没有过非农工作,乡,3685,1,1,1,5
男,1964,初中,毕业,不知道,农业户口,目前务农，没有过非农工作,城,3686,1,2,2,3
男,1944,小学,辍学和中途退学,5000,农业户口,目前没有工作，曾经有过非农工作,城,3687,1,1,1,5
男,1976,大学本科（成人高等教育）,毕业,60000,居民户口（以前是农业户口）,目前从事非农工作,城,3688,1,4,2,4
男,1953,小学,毕业,6000,农业户口,目前务农，曾经有过非农工作,乡,3689,1,1,1,5
男,1984,初中,毕业,23000,农业户口,目前从事非农工作,城,3690,1,2,1,4
女,1977,小学,辍学和中途退学,7200,农业户口,目前务农，没有过非农工作,城,3691,1,1,1,5
男,1980,小学,辍学和中途退学,1800,农业户口,目前没有工作，曾经有过非农工作,乡,3692,1,1,1,5
女,1988,没有受过任何教育,nan,0,农业户口,目前没有工作，而且只务过农,城,3693,1,2,1,5
